200	"	PA4-G-Unknown-Output.txt"	"	0"
24.33	-12.02	-2.94	24.33	-12.02	-2.94	0.0
2.77	14.62	-3.56	2.76	14.62	-3.56	0.0
-1.86	7.11	-19.36	-1.86	7.11	-19.36	0.0
6.75	-11.05	-22.53	6.75	-11.05	-22.52	0.0
-26.08	-20.7	-46.19	-26.08	-20.69	-46.19	0.0
22.53	-5.79	17.06	22.53	-5.79	17.06	0.0
30.84	10.35	-26.89	30.84	10.36	-26.9	0.0
-2.8	8.29	-16.73	-2.8	8.29	-16.73	0.0
-1.22	-18.18	-9.53	-1.22	-18.18	-9.53	0.0
-30.29	-7.28	-47.12	-30.29	-7.28	-47.12	0.0
-2.45	22.54	15.22	-2.45	22.54	15.22	0.0
-15.01	-28.63	-38.07	-15.01	-28.63	-38.07	0.0
-39.09	-3.41	-38.28	-39.09	-3.41	-38.28	0.0
-11.1	16.81	37.25	-11.09	16.81	37.24	0.0
19.83	-8.67	-22.83	19.83	-8.67	-22.84	0.0
-8.87	-12.81	0.02	-8.87	-12.81	0.02	0.0
35.48	-3.86	7.22	35.49	-3.87	7.23	0.0
-27.15	2.52	-43.52	-27.15	2.52	-43.52	0.0
-31.35	0.28	-42.89	-31.35	0.28	-42.89	0.0
-3.88	14.8	51.15	-3.88	14.81	51.15	0.0
29.43	20.67	8.2	29.43	20.68	8.2	0.0
-34.56	-26.72	-33.85	-34.57	-26.73	-33.85	0.0
29.72	17.23	-22.4	29.72	17.23	-22.4	0.0
-13.48	-17.76	-6.67	-13.48	-17.75	-6.67	0.0
-38.67	-22.91	-20.13	-38.67	-22.91	-20.13	0.0
1.1	-14.85	-3.62	1.1	-14.84	-3.62	0.0
-35.04	-7.55	-8.9	-35.04	-7.55	-8.9	0.0
-26.01	-32.32	-26.7	-26.01	-32.32	-26.7	0.0
10.1	-6.42	37.94	10.1	-6.42	37.94	0.0
-4.17	17.47	10.37	-4.17	17.47	10.37	0.0
10.48	-15.11	0.29	10.48	-15.11	0.29	0.0
5.02	20.19	45.29	5.02	20.19	45.29	0.0
-35.12	-12.11	-45.48	-35.12	-12.11	-45.48	0.0
2.54	10.08	-11.82	2.54	10.08	-11.82	0.0
15.28	27.03	-0.13	15.28	27.04	-0.13	0.0
0.93	21.0	8.03	0.92	21.0	8.03	0.0
11.41	-16.06	-11.79	11.41	-16.05	-11.79	0.0
-20.84	-13.4	-5.12	-20.84	-13.4	-5.11	0.0
-3.18	-21.79	-16.1	-3.18	-21.79	-16.1	0.0
0.95	-0.25	-24.56	0.95	-0.25	-24.56	0.0
-6.36	1.03	46.01	-6.37	1.03	46.01	0.0
-14.96	-10.41	-0.47	-14.96	-10.4	-0.47	0.0
14.73	-11.72	5.39	14.73	-11.73	5.39	0.0
-42.85	-4.71	-20.23	-42.84	-4.71	-20.23	0.0
-5.67	10.86	2.09	-5.67	10.86	2.09	0.0
39.59	7.56	-4.9	39.59	7.56	-4.9	0.0
3.45	7.42	-16.65	3.45	7.43	-16.65	0.0
10.3	-14.51	-16.49	10.3	-14.52	-16.49	0.0
20.27	19.59	31.95	20.27	19.59	31.95	0.0
34.64	2.19	12.63	34.64	2.19	12.63	0.0
-13.35	23.02	22.81	-13.35	23.02	22.81	0.0
-11.98	8.31	-34.85	-11.98	8.31	-34.85	0.0
20.18	-2.46	42.33	20.16	-2.45	42.33	0.0
31.86	10.31	14.9	31.86	10.31	14.9	0.0
-42.03	-2.16	-22.81	-42.03	-2.16	-22.81	0.0
-8.52	19.37	38.24	-8.52	19.37	38.24	0.0
-2.09	-21.88	-18.21	-2.08	-21.88	-18.21	0.0
-39.47	-11.85	-13.25	-39.48	-11.85	-13.25	0.0
13.67	22.79	-23.25	13.67	22.79	-23.25	0.0
-9.78	-20.85	-43.4	-9.78	-20.85	-43.4	0.0
2.35	-16.12	-24.44	2.35	-16.12	-24.44	0.0
-0.4	-15.95	-34.82	-0.41	-15.94	-34.82	0.0
8.79	20.8	-8.0	8.79	20.8	-8.0	0.0
28.5	10.17	21.6	28.5	10.17	21.6	0.0
-0.86	-1.23	-26.64	-0.86	-1.23	-26.64	0.0
-31.35	4.87	-14.44	-31.35	4.88	-14.44	0.0
-2.29	-20.2	-13.31	-2.29	-20.2	-13.31	0.0
39.76	2.5	-1.54	39.76	2.5	-1.54	0.0
-4.63	-3.44	39.73	-4.62	-3.44	39.73	0.0
-16.78	-31.68	-32.25	-16.78	-31.68	-32.25	0.0
